Track Name,Artist,Spotify URL,Listeners,Play Count,Album,Tags,Album Cover
Basti Ka Hasti,MC STAN,https://open.spotify.com/track/3k9PtGmPNnQtt32TKWm6f3,6534,45847,Insaan,,https://i.scdn.co/image/ab67616d0000b273f7affe5c21190981d9ac6b62
Shana Bann,MC STAN,https://open.spotify.com/track/5ZTsPwtt7aCuzbWd5rDGys,3334,27450,Shana Bann,,https://i.scdn.co/image/ab67616d0000b2738af148e62fcca1a7741976b8
Snake,MC STAN,https://open.spotify.com/track/0MYof8K1RPjc1Htnr7CDa6,3041,23526,Snake,,https://i.scdn.co/image/ab67616d0000b27349f667c7824abfc6791398e0
Bitch,MC STAN,https://open.spotify.com/track/3Blsc8iWj4LLgnCe0DhnU0,2190,23316,Insaan,,https://i.scdn.co/image/ab67616d0000b273f7affe5c21190981d9ac6b62
Ek Din Pyaar,MC STAN,https://open.spotify.com/track/0uk9sQ7MjK0CdAUinD4xBV,7155,58069,Tadipaar,,https://i.scdn.co/image/ab67616d0000b2736cec8bf8302ee175e429c9c1
Numberkari,MC STAN,https://open.spotify.com/track/7bACuq4Lv8inFcK5rX36O6,1482,10781,Numberkari - Single,,https://i.scdn.co/image/ab67616d0000b2736cec8bf8302ee175e429c9c1
Dooriyan (feat. Kaprila),Dino James,https://open.spotify.com/track/4nKc9yiwXWlEByq1oMfHU6,5148,38329,Dooriyan (feat. Kaprila) - Single,Hindi,https://i.scdn.co/image/ab67616d0000b273d2b246039072d2e39914e352
Wishlist (feat. Kaprila),Dino James,https://open.spotify.com/track/39m83gjG1lNr7Un0dJndFw,3586,23077,Wishlist (feat. Kaprila) - Single,,https://i.scdn.co/image/ab67616d0000b273e98e528e204c9ce06547fbfb
Pyaar Pyaar,Dino James,https://open.spotify.com/track/7cMJin9pGEH4MHVWcDytHg,1091,9501,D,,https://i.scdn.co/image/ab67616d0000b273bf1744a2fefe51f199ff3874
Lost,Dino James,https://open.spotify.com/track/7wSjGKRzJ1qEOd8ya3XP6G,1589,10941,Lost,,https://i.scdn.co/image/ab67616d0000b273bf1744a2fefe51f199ff3874
Unstoppable,Dino James,https://open.spotify.com/track/6CYtjAHaY3lznJRMJCCPTC,1707,10645,Unstoppable - Single,,https://i.scdn.co/image/ab67616d0000b273f75e34bc469c79bae4a8d4ee
Tandav,Dino James,https://open.spotify.com/track/4wmzHlPnLkljS6mnCAsqoO,682,3112,Unknown Album,,https://i.scdn.co/image/ab67616d0000b27335585dfc08b0f7fda1edba76
Vainko,Brodha V,https://open.spotify.com/track/1nLdzIq6U8wavefMS1fou7,3331,21048,Vainko - Single,,https://i.scdn.co/image/ab67616d0000b27391a97523b77900c64acb50db
Aigiri Nandini,Brodha V,https://open.spotify.com/track/7vtxjntbaD9P9hsF78OkPz,4220,30985,Aigiri Nandini - Single,,https://i.scdn.co/image/ab67616d0000b27339aca27e8d5bdb83cf587ebe
,,https://open.spotify.com/track/6HYv7aGsZ31xu3IVx3Lrfe,N/A,N/A,Unknown Album,,
Forever,Brodha V,https://open.spotify.com/track/3K9TE5e2ARmNsJKH5CNBmx,785,3985,Forever,,https://i.scdn.co/image/ab67616d0000b273d24bc684892c3a4c57e5740b
Aathma Raama,Brodha V,https://open.spotify.com/track/6qJrmD6CXKWkWcsYwu9AV3,7280,52645,Aathma Raama,"hip hop, rap, Indian, desi",https://i.scdn.co/image/ab67616d0000b27347786d3f362fb9143efdfe2e
Interview,Ikka,https://open.spotify.com/track/717Gs76Qmm1yN5J2uhA4uK,233,1041,Interview,,https://i.scdn.co/image/ab67616d0000b2733ab2e1f596b6a982a3517428
GRIND,Emiway Bantai,https://open.spotify.com/track/16xg7UwH9hbs96vCD8k6bC,4970,21229,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2736be629382e421292a1c658d6
GUESS,Emiway Bantai,https://open.spotify.com/track/2Xv14bnP2GP8CybxqUswoK,1249,8715,GUESS,,https://i.scdn.co/image/ab67616d0000b273ad474bfdfaa35968438a25ef
Machayenge,Emiway Bantai,https://open.spotify.com/track/08j9wzt7Q9Ucq1IrpD4GVq,4327,16334,Machayenge,hip hop,https://i.scdn.co/image/ab67616d0000b2735b86262bcf82ef2737b446b0
Khatam Hue Waande,Emiway Bantai,https://open.spotify.com/track/3LlEnO0INKAExVe4JMi7p7,2062,9046,Khatam Hue Waande,,https://i.scdn.co/image/ab67616d0000b2739e77412e642627e1e1b44ff7
KR L$DA SIGN,Emiway Bantai,https://open.spotify.com/track/0usNFsDDoVMYVE732zM3QI,1377,8460,KR L$DA SIGN - Single,"Indian hip hop, gully rap, indian main stream",https://i.scdn.co/image/ab67616d0000b273a120392c504e7d900acc4b3e
Street Talk,Emiway Bantai,https://open.spotify.com/track/3SjCtYzbsVYmzfeBaaqpUd,260,1185,Street Talk - Single,,https://i.scdn.co/image/ab67616d0000b2738304ec662d02492271015532
Ykwim,Karan Aujla,https://open.spotify.com/track/6qS40yL7kXVoChI8SSCQIQ,11167,101769,Ykwim,,https://i.scdn.co/image/ab67616d0000b2737162dc7fbd69d82805a2aab1
I Guess,KR$NA,https://open.spotify.com/track/0OxG3hlJNNzXcSrNVXEu8f,7643,82962,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273a29f8977d3f13760d01332e0
No Cap,KR$NA,https://open.spotify.com/track/1XdUEm2MwB6ysy6E80ltMg,10313,125733,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2734c6edea22082734e5683c7b9
Machayenge 4,KR$NA,https://open.spotify.com/track/71VXewVKFs0HcwEom489zH,4448,44488,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2734e7bd9650368c95ed545b1d3
Untitled,KR$NA,https://open.spotify.com/track/4dCLUBJwtZwc4HYXvfcpyP,6441,67102,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2733a3f1fa15892595eede07dff
Overdrive,Hi-Rez,https://open.spotify.com/track/6OkmodWuKjwi98Sb3nSuGd,3085,14793,Unknown Album,OP,https://i.scdn.co/image/ab67616d0000b27399c81e7e26803b378641dee8
Kaam 25 - Sacred Games,DIVINE,https://open.spotify.com/track/6Kynli1iHBqJRWUCohcV9h,13028,95811,Unknown Album,"hip hop, asia",https://i.scdn.co/image/ab67616d0000b2733179c08eecad4cf6f5c68e58
Gunehgar,DIVINE,https://open.spotify.com/track/4S7yPbt2aW7N3pthEpcP7S,3533,26384,Gunehgar,,https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
Satya,DIVINE,https://open.spotify.com/track/1xSCr5uIndaHKFdO4s2V6B,6196,41916,Punya Paap,,https://i.scdn.co/image/ab67616d0000b27383c726c3768d0981c76acd38
,,https://open.spotify.com/track/5uaIbU3oHHcSOK6WFNK5nj,N/A,N/A,Unknown Album,,
3:59 AM,DIVINE,https://open.spotify.com/track/2gNMXJDKRmKWuevBGjN8wo,9504,69093,Punya Paap,,https://i.scdn.co/image/ab67616d0000b27383c726c3768d0981c76acd38
Jugnu,Badshah,https://open.spotify.com/track/2NTVtNcpC0i1R7LVGaCZCF,15560,105677,Best Of 2021 - (Romantic Hits),,https://i.scdn.co/image/ab67616d0000b273efe374ffabeb543840dee228
Roll Up,KR$NA,https://open.spotify.com/track/2HBnruSUjUJhqNePQXObRK,3570,26473,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273b9860476c0ed8221cef4b9e3
,,https://open.spotify.com/track/2nk7w7liVyB4vkfjdQxMyH,N/A,N/A,Unknown Album,,
Same Beef,Bohemia,https://open.spotify.com/track/65c6VCikt7f5sAS1heoYQC,10574,73756,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273d6181999e3c1c1bb525f9989
Ek Tera Pyar,Bohemia,https://open.spotify.com/track/4xrH6EnjztE2NOBLghvTGC,1851,11744,#1s - Sher-E-Punjab,,https://i.scdn.co/image/ab67616d0000b273c9aa4603dcd34d2beeb60ccd
1 Se 23,Karma,https://open.spotify.com/track/3zDwMOeRXIiYwlzmSMCRZF,1434,11051,mic check,,https://i.scdn.co/image/ab67616d0000b273df20e92b01eaa7559e1f38a7
Say My Name,KR$NA,https://open.spotify.com/track/3JQUqtPgQc846TxLmbv5aT,4233,37300,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273084f37460aefd0f7ef09b569
Villain,KR$NA,https://open.spotify.com/track/1HCdZjUS2HaXCf7SJpOROy,3335,27471,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2737bb23ac6330733d95888e612
Sheikh Chilli,Raftaar,https://open.spotify.com/track/6PKNPLFj5oE9eS7Og84993,3357,18473,Sheikh Chilli,,https://i.scdn.co/image/ab67616d0000b2734593ad9c8e8dd23916f61478
No Losses,KR$NA,https://open.spotify.com/track/3aksi3t5XGGiemQLh8I8qY,2506,20182,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273e5cb0fbbdc98c53b09782859
Hancock,Dino James,https://open.spotify.com/track/5RReo25YGLbUAbHlWIYmui,1053,4283,Hancock - Single,,https://i.scdn.co/image/ab67616d0000b273c94fa63e00629c54e0ce1ef7
Makasam,KR$NA,https://open.spotify.com/track/6a0FFmCysnpLTt5sDLUABH,3622,34138,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273956a88ae9c27d7c9408c788c
Lil Bunty,KR$NA,https://open.spotify.com/track/1MGvSryQcSR7zsNG4lQOjN,4003,40650,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2737bcd5f3919feb99a1661bef6
Warm Up,Deep Kalsi,https://open.spotify.com/track/2V2tGSKj5KECsetrxyb5oY,1370,7680,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273df20e92b01eaa7559e1f38a7
Freeverse Feast,KR$NA,https://open.spotify.com/track/2cfmVJsQJGjXoqnA4kSMqp,4912,40601,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2735e5402a77852729574169511
Sunn Na,Bali,https://open.spotify.com/track/7b8BHkjW0vfgT54yXp0Lvn,5080,35571,Sunn Na,,https://i.scdn.co/image/ab67616d0000b273b804c34552b0baa78730111e
Baap Se,Fotty Seven,https://open.spotify.com/track/2ZL0rLsGPUBjM6ygXOf3TG,2829,21102,Asli Independent,,https://i.scdn.co/image/ab67616d0000b273fe80c16f92fbdd0205afbfcf
Seedha Makeover,KR$NA,https://open.spotify.com/track/39xDebRHoToQurIe0PgAbw,3480,28683,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273a409a2c5fa0326d295af9d6c
Nanchaku,Seedhe Maut,https://open.spotify.com/track/6btegcu44HqquqArljhFxu,11793,208507,न,,https://i.scdn.co/image/ab67616d0000b273d65e2670b7176415b9d88a59
Blowing Up,KR$NA,https://open.spotify.com/track/3Oh2FwWbnKIAyUE2gToFYu,4390,41770,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273f8c35169d5bab01327f87e5a
Saza-E-Maut,KR$NA,https://open.spotify.com/track/2ikI9Y7PCPIavU0TMSpF31,6769,64079,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2737bb23ac6330733d95888e612
Angaar,Ikka,https://open.spotify.com/track/6sXibluMzgiLgLBvjySOdd,1719,12154,I,,https://i.scdn.co/image/ab67616d0000b27301ea522301faeb102d6a7955
EP - NO BRANDS - Checkmate,Emiway Bantai,https://open.spotify.com/track/2VyfaVXWVL3WQWzW5rlSuD,178,610,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273949d437a7f673400469dd65e
CHUSAMBA,Emiway Bantai,https://open.spotify.com/track/73N5AghXPjYtAoS6RIYPZd,1501,7155,CHUSAMBA,,https://i.scdn.co/image/ab67616d0000b2734462c521d2e361f0aa203760
Yede Ki Chadar,MC STAN,https://open.spotify.com/track/7sTJfQrI0QfM1B4xbnCGSj,1322,10050,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273d9327b043100a387ce44c506
Khuja Mat,MC STAN,https://open.spotify.com/track/2Ce4FuQ4YsDFT6ZadpAcuR,1019,4361,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273e2f289a286cf7cc162831159
Jump Kar,Emiway Bantai,https://open.spotify.com/track/7BPUIl7zIezaZCuXFB7aLJ,782,3361,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273a73a5dbd0074d594facf93aa
Hutt Hutt,Bali,https://open.spotify.com/track/1VUILWlKpNib3uJp9pb0Xl,959,5906,Mubarak Ho Bali Hua Hai,,https://i.scdn.co/image/ab67616d0000b273c4846ec724857126d503f9b5
OG,KR$NA,https://open.spotify.com/track/2KNCIEhuUkOU8cAx7byG6C,1877,14856,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2733c79f725425128ebdf6629f9
Tadipaar,MC STAN,https://open.spotify.com/track/6EP117i3gizdFg9neGen0s,2584,20943,Tadipaar,,https://i.scdn.co/image/ab67616d0000b2736cec8bf8302ee175e429c9c1
Khatam,Emiway Bantai,https://open.spotify.com/track/251VdhnEdo9kxdQ7xeGuc3,615,2121,Khatam,babycore,https://i.scdn.co/image/ab67616d0000b2733a4ddd5b91c1b1137fa16714
Amin,MC STAN,https://open.spotify.com/track/0mOpLJQBj7Q2ElfUdahRVy,1516,9271,Tadipaar,,https://i.scdn.co/image/ab67616d0000b2736cec8bf8302ee175e429c9c1
Living Legend,KR$NA,https://open.spotify.com/track/6ohdLcC94GYYRunfWlOtoR,1780,12323,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2737bb23ac6330733d95888e612
Broke Is A Joke,MC STAN,https://open.spotify.com/track/1J9OoW4eLxIjwo10lBB83x,1817,16822,Broke Is A Joke,,https://i.scdn.co/image/ab67616d0000b273510715ca5836c4df66ba1699
KAHA PAR HUN,Emiway Bantai,https://open.spotify.com/track/740vxVMOBSZWI5upPiR0UU,290,1491,KAHA PAR HUN - Single,,https://i.scdn.co/image/ab67616d0000b27375f646e7285c6b2579256bdc
Giraftaar,Emiway Bantai,https://open.spotify.com/track/6ZXWOoXJo052TYQ6l0SrJf,824,3642,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273e7f838d4064ac203b6224508
Say My Name,KR$NA,https://open.spotify.com/track/2M8ByllwOKTmIPqDMA59do,4233,37300,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2737af8b37e0d5011d7818c6010
Hosh Mai Aa,MC STAN,https://open.spotify.com/track/74utzjnwFLp68F1rMha7L5,1811,11820,Tadipaar,,https://i.scdn.co/image/ab67616d0000b2736cec8bf8302ee175e429c9c1
MACHAYENGE 4,Emiway Bantai,https://open.spotify.com/track/0TeH0rRFmef6eqk86MPyUA,922,3906,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2732fa101479cfd6b18a78fde26
Bass,Bali,https://open.spotify.com/track/0pdFx9OpCOgGsbzwOIqfTN,937,4914,BASS,,https://i.scdn.co/image/ab67616d0000b273cd76cdf6335a46b8512d5d8a
My Time,Emiway Bantai,https://open.spotify.com/track/3OIRCVBt2t6EF2XDXp1I6L,352,1490,Malum Hai Na,,https://i.scdn.co/image/ab67616d0000b273fac0a04bbf336d5df973a21e
Wata,MC STAN,https://open.spotify.com/track/3n2eisc44JF5RPgTioYOSA,701,3671,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273fa8a451439d389fb65b9739a
Dum Hai,KR$NA,https://open.spotify.com/track/17g3jULGZ1SMY0iIWoZeWG,1891,13783,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2735601edde69137b5db531feea
Freeverse Feast 2,Emiway Bantai,https://open.spotify.com/track/5ec0XhCsoLmGBvDZnqPhkv,205,1018,Malum Hai Na,,https://i.scdn.co/image/ab67616d0000b273fac0a04bbf336d5df973a21e
Baazigar,DIVINE,https://open.spotify.com/track/1T44wPr7LUlBY4vX6LlygG,11178,66399,Gunehgar,,https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
NO CHINA,Raftaar,https://open.spotify.com/track/1LZbyxhEXOjdHwWoaWN7Ve,3894,42613,HARD DRIVE Vol. 1,,https://i.scdn.co/image/ab67616d0000b2730cd27f5b3dd8aa4d67543e14
Tony Montana,Karma,https://open.spotify.com/track/35rt75xpICwBH2XfkssRDw,1734,13543,Tony Montana,,https://i.scdn.co/image/ab67616d0000b273d0d125aaee0c6a0c06a3fa09
Akela,DIVINE,https://open.spotify.com/track/7kgNsbE5PjQq1eqinaZvEN,1902,12602,Akela,,https://i.scdn.co/image/ab67616d0000b273712c3d19f17de91709a75fce
RAASHAH,Raftaar,https://open.spotify.com/track/7sAb2f62IJ28DvEP6x3FRw,3897,41694,HARD DRIVE Vol. 1,,https://i.scdn.co/image/ab67616d0000b2730cd27f5b3dd8aa4d67543e14
Bornfire,DIVINE,https://open.spotify.com/track/0MROyfaRrhcwpwEA8eBqdA,2411,12504,Gunehgar,,https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
DOUBLE R,Badkidz,https://open.spotify.com/track/7FjsqjOPtwQAeFW3oCzAmo,190,801,DOUBLE R,,https://i.scdn.co/image/ab67616d0000b273629f2c399585ff8cab68e6be
BOUNCE,Brave Wrld,https://open.spotify.com/track/6q40JxcNglHUbwRGS25L8a,20,78,BOUNCE - Single,,https://i.scdn.co/image/ab67616d0000b2730560d8c98070370d9b8db341
Gunehgar,DIVINE,https://open.spotify.com/track/4hzDCJUFDyk66oIBirPiCl,3533,26384,Gunehgar,,https://i.scdn.co/image/ab67616d0000b273627cff5faced6417c366580a
OOPS,King,https://open.spotify.com/track/5RrOyaV2xOAnf62uWj24dB,8621,53127,OOPS,,https://i.scdn.co/image/ab67616d0000b27365234917c3dc6c5714367508
Blessings,DIVINE,https://open.spotify.com/track/7J0CxEcl1dUxX9IG6R5Xfb,969,5025,Gunehgar,"MySpotigramBot, -1001747063611",https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
Narmahat Freestyle,Karma,https://open.spotify.com/track/2UxT8ry6kJmPl2NKAkhP4G,1519,17735,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2732bda8dedf931f1d1936278fe
Awaari,Amber,https://open.spotify.com/track/0eZ88y1pQfnzYlMNBHosnE,9,14,Awaari,,https://i.scdn.co/image/ab67616d0000b2730aac2f99adba83fadaee96d3
Jaadugar,Paradox,https://open.spotify.com/track/3uCmVdJNi3Ci4bidF0mdHb,6764,61226,Hustle 2.0,,https://i.scdn.co/image/ab67616d0000b273645534ae88946cd233736e02
Rukna Nahi,Amber,https://open.spotify.com/track/1GqlJdLbsTvmSh2l58LGEA,16,21,Rukna Nahi - Single,,https://i.scdn.co/image/ab67616d0000b27335c79192e20c617d4cb0e1fe
Robin Hood,I.B.H,https://open.spotify.com/track/33fKM0Q8cE6ggxAgdeKekj,5,5,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273270c6f50cfaa2229a8d4fcd7
MUSAFIR,Brave Wrld,https://open.spotify.com/track/2TiRwvR8aSShtI52Wp498O,41,173,FALLING BUT UPSIDE,,https://i.scdn.co/image/ab67616d0000b2733b38e829a5cb67b8120696f0
Traffic Jam,DIVINE,https://open.spotify.com/track/5TFA0lRV0EtscGYI1784PL,1778,9517,Gunehgar,,https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
Badan,Raga,https://open.spotify.com/track/6HZVYWwSmbYJAnntaEgFQF,992,6711,Unknown Album,,https://i.scdn.co/image/ab67616d0000b27326bcb23ae97caaef2dbf8ab8
Sanki,Ikka,https://open.spotify.com/track/0Dwsm89mqCLjfwiRstctbl,3019,19680,Unknown Album,,https://i.scdn.co/image/ab67616d0000b27323b8e26ff2589d4385862be6
Flex Kar,DIVINE,https://open.spotify.com/track/6Xt4fng2W4XDW2CWzGa0Nn,995,4536,Gunehgar,,https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
All Eyez On Me (ft. Big Syke),2Pac,https://open.spotify.com/track/4VQNCzfZ3MdHEwwErNXpBo,440206,2901991,Unknown Album,"MySpotigramBot, -1001819731063, -1001740215468, my scribbled",https://i.scdn.co/image/ab67616d0000b273073aebff28f79959d2543596
California Love - Original Version,2Pac,https://open.spotify.com/track/3ia3dJETSOllPsv3LJkE35,722503,5266796,Greatest Hits,"MySpotigramBot, hip hop, rap, -1001819731063, Hip-Hop",https://i.scdn.co/image/ab67616d0000b273d81a092eb373ded457d94eec
Do For Love,2Pac,https://open.spotify.com/track/4AE7Lj39VnSZNOmGH2iZaq,457781,3375103,R U Still Down? (Remember Me),"rap, Hip-Hop, 2pac, hip hop, Gangsta Rap",https://i.scdn.co/image/ab67616d0000b2738e0ff34ad21955b6f4da9b86
Big Poppa - 2005 Remaster,The Notorious B.I.G.,https://open.spotify.com/track/2g8HN35AnVGIk7B8yMucww,829894,6063093,Unknown Album,"MySpotigramBot, -1001819731063, Hip-Hop, rap, -1001747063611",https://i.scdn.co/image/ab67616d0000b2730f51e29700232d57fe8a0830
Hypnotize - 2014 Remaster,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j,779040,5599574,Unknown Album,"MySpotigramBot, Gangsta Rap, pop rap, east coast hip hop, G-funk",https://i.scdn.co/image/ab67616d0000b273fde79b88e2a659c394c5ae30
P.I.M.P.,50 Cent,https://open.spotify.com/track/2D1hlMwWWXpkc3CZJ5U351,953396,4942181,Get Rich Or Die Tryin',"rap, 50 Cent, Hip-Hop, Gangsta Rap, hip hop",https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf
Hate It Or Love It,The Game,https://open.spotify.com/track/2wGSgTmgSF3xjRrHkTc25R,1210177,7770267,Unknown Album,"rap, Hip-Hop, the game, Gangsta Rap, hip hop",https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d
Candy Shop,50 Cent,https://open.spotify.com/track/5D2mYZuzcgjpchVY1pmTPh,1245748,5470950,Get Rich Or Die Tryin' / The Massacre,"rap, 50 Cent, Hip-Hop, hip hop, Gangsta Rap",https://i.scdn.co/image/ab67616d0000b27391f7222996c531b981e7bb3d
In Da Club,50 Cent,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC,1871314,10380197,Get Rich Or Die Tryin',"rap, Hip-Hop, hip hop, 50 Cent, Gangsta Rap",https://i.scdn.co/image/ab67616d0000b273d843fabb75fef14010e30cae
The Next Episode,Dr. Dre,https://open.spotify.com/track/4LwU4Vp6od3Sb08CsP99GC,1345326,7174863,2001: Instrumentals,"rap, Hip-Hop, Gangsta Rap, dr dre, hip hop",https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5
Still D.R.E.,Dr. Dre,https://open.spotify.com/track/6ltPEsP4edATzvinHOzvk2,1518819,9045154,2001: Instrumentals,"Hip-Hop, rap, Gangsta Rap, dr dre, hip hop",https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
It Was A Good Day,Ice Cube,https://open.spotify.com/track/2qOm7ukLyHUXWyR4ZWLwxA,1735791,13831876,The Predator,"rap, Hip-Hop, Gangsta Rap, Ice Cube, 90s",https://i.scdn.co/image/ab67616d0000b273994c319841a923465d62e271
Survival of the Fittest,Mobb Deep,https://open.spotify.com/track/7N1Vjtzr1lmmCW9iasQ8YO,514861,3479572,The Infamous,"Hip-Hop, mobb deep, rap, new york, hip hop",https://i.scdn.co/image/ab67616d0000b273a2203fa0656cede30f879b97
Without Me,Eminem,https://open.spotify.com/track/5pBvNeOAJ54zgd5lEOmM3b,1888762,16107096,The Eminem Show,"rap, Hip-Hop, Eminem, hip hop, 00s",https://i.scdn.co/image/ab67616d0000b273a8a32ae2a279b9bf03445738
Hit 'Em Up - Single Version,2Pac,https://open.spotify.com/track/0Z2J91b2iTGLVTZC4fKgxf,680878,6038370,Unknown Album,"MySpotigramBot, -1001819731063, Hip-Hop, rap, spoken word",https://i.scdn.co/image/ab67616d0000b273d81a092eb373ded457d94eec
Real Muthaphuckkin' G's,Eazy-E,https://open.spotify.com/track/53BZ6XygAoubR5DU5w38Vq,282299,1055456,It's On (Dr. Dre) 187um Killa,"Gangsta Rap, rap, Hip-Hop, old school, Eazy-E",https://i.scdn.co/image/ab67616d0000b273298c8b57e26b95bf2cd822b6
Empire State Of Mind,JAY-Z,https://open.spotify.com/track/2igwFfvr1OAGX9SKDCPBwO,1131249,8501565,"The Hits Collection, Volume 1","Hip-Hop, rap, hip hop, jay-z, Alicia Keys",https://i.scdn.co/image/ab67616d0000b273fec1b815bb3c50a64a90fd10
Ambitionz Az A Ridah,2Pac,https://open.spotify.com/track/5g9lS8deSIxItFBmZRC4vN,718249,4820465,All Eyez on Me,"Hip-Hop, rap, 2pac, Gangsta Rap, West Coast Rap",https://i.scdn.co/image/ab67616d0000b273073aebff28f79959d2543596
Drop It Like It's Hot,Snoop Dogg,https://open.spotify.com/track/2NBQmPrOEEjA8VbeWOQGxO,1000729,4089204,Pyro Technics,"rap, Hip-Hop, Snoop Dogg, hip hop, Gangsta Rap",https://i.scdn.co/image/ab67616d0000b273e803716268c173c3f9a0c057
You Know How We Do It,Ice Cube,https://open.spotify.com/track/2Ih217RCGAmyQR68Nn7Cqo,828660,6280193,Greatest Hits,"rap, west coast, Hip-Hop, G-funk, Ice Cube",https://i.scdn.co/image/ab67616d0000b27368820c2a3865d138ab7daba3
Gangsta's Paradise,Coolio,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p,1538628,10744963,Gangsta's Paradise,"rap, 90s, Hip-Hop, Gangsta Rap, hip hop",https://i.scdn.co/image/ab67616d0000b273c31d3c870a3dbaf7b53186cc
Till I Collapse,Eminem,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS,634361,4597817,Best of Slim Shady,"rap, Hip-Hop, Eminem, hip hop, hardcore rap",https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
Lose Yourself,Eminem,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1,1557194,10885900,Curtain Call: The Hits,"rap, Hip-Hop, Eminem, hip hop, Soundtrack",https://i.scdn.co/image/ab67616d0000b273b6ef2ebd34efb08cb76f6eec
Many Men (Wish Death),50 Cent,https://open.spotify.com/track/5STdMlrBf6pqWiNE7WqxSi,681521,5674702,Get Rich Or Die Tryin',"rap, Hip-Hop, Gangsta Rap, 50 Cent, hip hop",https://i.scdn.co/image/ab67616d0000b273d843fabb75fef14010e30cae
No More ?'s,Eazy-E,https://open.spotify.com/track/7y9yjpRtZajYzVpXHRjwGz,332458,2256741,Eazy-Duz-It,"Gangsta Rap, hip hop, easy e, Eazy-E, Hip-Hop",https://i.scdn.co/image/ab67616d0000b27374bdcb13ad3968879ad6b8d7
Switchez,Eazy-E,https://open.spotify.com/track/3zZ2THLkGS76yPbOEHFKMR,15522,75946,Impact of a Legend,"Gangsta Rap, West Coast Rap, G-funk",https://i.scdn.co/image/ab67616d0000b273c40e4bd2173f714a6492dcd1
How We Do,The Game,https://open.spotify.com/track/4PmMVdIFpJTB9WQbmILf4p,522869,2154662,The Documentary,"Hip-Hop, rap, the game, hip hop, West Coast Rap",https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d
No Diggity,Blackstreet,https://open.spotify.com/track/6MdqqkQ8sSC0WB4i8PyRuQ,880015,4475761,Girlfriend/Boyfriend,"rnb, Hip-Hop, 90s, blackstreet, hip hop",https://i.scdn.co/image/ab67616d0000b27303ca37157b9ceefbe8fe225b
Sing For The Moment,Eminem,https://open.spotify.com/track/3CpoeW0cZSDzIRv5z34F87,944132,6275370,The Eminem Show,"rap, Eminem, Hip-Hop, hip hop, sing for the moment",https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
Changes,2Pac,https://open.spotify.com/track/1ofhfV90EnYhEr7Un2fWiv,658857,4659490,Black Jesuz: The Best Songs,"rap, Hip-Hop, hip hop, 2pac, Gangsta Rap",https://i.scdn.co/image/ab67616d0000b273d81a092eb373ded457d94eec
