Track Name,Artist,Spotify URL,Listeners,Play Count,Album,Tags,Album Cover
fukumean,Gunna,https://open.spotify.com/track/4rXLjWdF2ZZpXCVTfWcshS,787718,11115195,a Gift & a Curse,"MySpotigramBot, hip hop, rap, trap, Hard",https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
Lie,Rafayel,https://open.spotify.com/track/13jKWCTooEOhJEgt7ma747,8,10,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2733b5494e3506096c0bc5a7440
Surround Sound (feat. 21 Savage & Baby Tate),JID,https://open.spotify.com/track/1udwFobQ1JoOdWPQrp2b6u,727681,10377414,Unknown Album,"trap, Southern Hip Hop, 21 savage, MySpotigramBot, chipmunk soul",https://i.scdn.co/image/ab67616d0000b273cae6e44dcc84e2035c3ad092
I KNOW ?,Travis Scott,https://open.spotify.com/track/6wsqVwoiVH2kde4k4KKAFU,827316,15297321,UTOPIA,"MySpotigramBot, trap, Southern Hip Hop, pop rap, mobb music",https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
500lbs,Lil Tecca,https://open.spotify.com/track/1xWkeSPhf3bZqHY7Ncz8vp,572382,8767639,500lbs,"MySpotigramBot, new jazz, -1001333387036",https://i.scdn.co/image/ab67616d0000b273b512ec018be2b70cc0ffa23d
IDGAF (feat. Yeat),Drake,https://open.spotify.com/track/2YSzYUF3jWqb9YP9VXmpjE,658586,8513423,For All the Dogs Scary Hours Edition,"MySpotigramBot, rage, Yeat, nu jazz, rap",https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
née-nah,21 Savage,https://open.spotify.com/track/2yUzr8Sr6ldG8vmHhZwTnz,430087,4524457,american dream,"MySpotigramBot, Hip-Hop, rap, taylor swift, 2024",https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
Never Lose Me,Flo Milli,https://open.spotify.com/track/6uTPdRrEDeH8Fyg5L5qmeU,595016,7849180,Never Lose Me,"rap, alexcore, bad bitch anthem, periodt",https://i.scdn.co/image/ab67616d0000b2736a17369515a43d96fb18d193
on one tonight,Gunna,https://open.spotify.com/track/6EUcP55GlbmsmCzfL2vxtZ,373005,3563932,Unknown Album,MySpotigramBot,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
Cinderella,Future,https://open.spotify.com/track/0hKtu53OlIFXVuYkZwcn3o,404271,5107798,WE DON'T TRUST YOU,"MySpotigramBot, future, travis scott, Metro Boomin, Hip-Hop",https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Crocodile Tearz,J. Cole,https://open.spotify.com/track/1yfKakY4rvI17lk20ekuRA,158953,934237,Might Delete Later,"j cole, Hip-Hop, rap, 2024",https://i.scdn.co/image/ab67616d0000b273b5e99d6177971707e6cd04f5
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",Metro Boomin,https://open.spotify.com/track/5rurggqwwudn9clMdcchxT,383902,3844439,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),"MySpotigramBot, marvel, nav, swae lee, a boogie wit da hoodie",https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f
Private Landing (feat. Justin Bieber & Future),Don Toliver,https://open.spotify.com/track/52NGJPcLUzQq5w7uv4e5gf,456563,4801595,Love Sick,"Hip-Hop, rap, future, justin bieber, don toliver",https://i.scdn.co/image/ab67616d0000b273feeff698e6090e6b02f21ec0
Flooded The Face,Lil Uzi Vert,https://open.spotify.com/track/4daEMLSZCgZ2Mt7gNm2SRa,426726,5282661,Unknown Album,"MySpotigramBot, -1001819731063, Lil Uzi Vert, hip hop, experimental",https://i.scdn.co/image/ab67616d0000b27376fd3e8196fbf4a1ff08a845
Lace It (with Eminem & benny blanco),Juice WRLD,https://open.spotify.com/track/4qmG24ebshLXtKu9HIShBP,183787,1550852,Lace It (with Eminem & benny blanco),"Eminem, benny blanco, Hip-Hop, emo, trap",https://i.scdn.co/image/ab67616d0000b273e05fe4b697132433e6419d08
HVN ON EARTH (with Kodak Black),Lil Tecca,https://open.spotify.com/track/4367dXCt02KMgELPisJ2D4,237861,2644376,HVN ON EARTH,"rap, kodak black, MySpotigramBot, -1001854528204",https://i.scdn.co/image/ab67616d0000b273a1b79ee77a1aec0dbc87768d
Agora Hills,Doja Cat,https://open.spotify.com/track/5PyDJG7SQRgWXefgexqIge,836331,14616270,Scarlet,"rnb, hip hop, rap, pop rap, agoura hills",https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
Turks & Caicos (feat. 21 Savage),Rod Wave,https://open.spotify.com/track/3kfhS2L56Wj8fBcu7xE47H,114546,930938,Nostalgia,"darkwave, goregrind, Brutal Death Metal, nsbm, Mittelalter",https://i.scdn.co/image/ab67616d0000b273bbf846cc2675b6baabc42000
Down With Me,Lil Tecca,https://open.spotify.com/track/5ZDIwpR2JMwuRM8xumtmxn,245301,2775534,Down With Me - Single,,https://i.scdn.co/image/ab67616d0000b2732ac5f370c72b44e26c02ac49
First Person Shooter (feat. J. Cole),Drake,https://open.spotify.com/track/7aqfrAY2p9BUSiupwk3svU,576399,6153684,For All the Dogs Scary Hours Edition,"rap, j cole, MySpotigramBot, trap, Drake",https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
SAY MY GRACE (feat. Travis Scott),Offset,https://open.spotify.com/track/2Gk6fi0dqt91NKvlzGsmm7,279984,2953605,Unknown Album,MySpotigramBot,https://i.scdn.co/image/ab67616d0000b2738473cdc72d9c6f9a2787e070
Oh U Went (feat. Drake),Young Thug,https://open.spotify.com/track/7qLr3HMApUbyDkUvgIvHnB,242313,2376386,BUSINESS IS BUSINESS,"rap, happy, fire, Olivia, Drake",https://i.scdn.co/image/ab67616d0000b27337895eee206eabf2682e3064
A N X I E T Y (feat. Doechii),Sleepy Hallow,https://open.spotify.com/track/3FjK86616FbluOfTxNK2gY,150232,968194,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273b61bab0113fd666ceab61615
Sprinter,Dave,https://open.spotify.com/track/2FDTHlrBguDzQkp7PVj16Q,544434,7759855,Sprinter,"MySpotigramBot, -1001819731063, UK hip hop, Central Cee, dave",https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
Cut U Off,Joyner Lucas,https://open.spotify.com/track/77s5VGuJ8GLs6fy3Kap8Lt,46638,216183,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2733bd44e314f3638f55f59408b
Put It On Da Floor Again (feat. Cardi B),Latto,https://open.spotify.com/track/6c6WmIHcHlhccEwSFBhzNa,117857,807171,Put It on da Floor Again (feat. Cardi B) - Single,"Hip-Hop, trap, trap rap, Tik Tok, cardi b",https://i.scdn.co/image/ab67616d0000b2735292a8bd0723363b27dc9610
Wanna Be (with Megan Thee Stallion),GloRilla,https://open.spotify.com/track/7mOC6phfrfz3jfigg1aGsE,265450,2412841,Unknown Album,"rap, dark, woman, 3s, alexcore",https://i.scdn.co/image/ab67616d0000b273bd9951bb4c9813bc540bde1d
Players,Coi Leray,https://open.spotify.com/track/6UN73IYd0hZxLi8wFPMQij,429537,2656483,Unknown Album,"hip hop, fip, badass, sampling, linedance 2023",https://i.scdn.co/image/ab67616d0000b2735626453d29a0124dea22fb1b
Bongos (feat. Megan Thee Stallion),Cardi B,https://open.spotify.com/track/4YQImHflXSiIMXntcwPkx8,206312,1678474,Bongos (feat. Megan Thee Stallion),"rap, pop rap, Hip-Hop, 2023, Megan Thee Stallion",https://i.scdn.co/image/ab67616d0000b273c4bcdce05e247cef2eed06ac
Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,https://open.spotify.com/track/741UUVE2kuITl0c6zuqqbO,679616,7076164,Unknown Album,"sample drill, MySpotigramBot, Bob Dylan, east coast hip hop, rock",https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
Area Codes,Kaliii,https://open.spotify.com/track/7sliFe6W30tPBPh6dvZsIH,214827,1081786,Area Codes: The Remixes,,https://i.scdn.co/image/ab67616d0000b2733eecc265c134153c14794aab
MELTDOWN (feat. Drake),Travis Scott,https://open.spotify.com/track/67nepsnrcZkowTxMWigSbb,612258,8453643,UTOPIA (Spotfiy),"MySpotigramBot, rap, Drake, travis scott, 2023",https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
DOGTOOTH,"Tyler, The Creator",https://open.spotify.com/track/6OfOzTitafSnsaunQLuNFw,716458,8768495,DOGTOOTH,"MySpotigramBot, -1001819731063, Dirty South, Neo-Soul, pop rap",https://i.scdn.co/image/ab67616d0000b273aa95a399fd30fbb4f6f59fca
bigger thën everything,Yeat,https://open.spotify.com/track/11B7WTuoInwUvuP1BnnGWW,176882,2103594,Unknown Album,MySpotigramBot,https://i.scdn.co/image/ab67616d0000b273c1e206f60c3eda32be41c043
Aye (feat. Travis Scott),Lil Uzi Vert,https://open.spotify.com/track/2Hc1LaV6bzFil3dE71eORA,346615,2747338,Unknown Album,"MySpotigramBot, -1001819731063, travis scott, taylor swift, rage",https://i.scdn.co/image/ab67616d0000b27376fd3e8196fbf4a1ff08a845
Search & Rescue,Drake,https://open.spotify.com/track/7aRCf5cLOFN1U7kvtChY1G,391259,4386446,Search & Rescue,"MySpotigramBot, -1001819731063, Drake, rap, 2023",https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96
All My Life (feat. J. Cole),Lil Durk,https://open.spotify.com/track/6HgWWaMu31KdOpEG5l28BG,309001,2580994,All My Life (feat. J. Cole),"MySpotigramBot, -1001819731063, -1001854528204, Hip-Hop, pop rap",https://i.scdn.co/image/ab67616d0000b2737c173b0dc64913d4635e3594
Talkback,6LACK,https://open.spotify.com/track/616rALOBxvc3bbp38iiud5,45412,326122,Talkback,"rap, male vocalists, Holy, MySpotigramBot, -1001819731063",https://i.scdn.co/image/ab67616d0000b2730c64497123f4330a06d6f610
Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,https://open.spotify.com/track/0FA4wrjDJvJTTU8AepZTup,555753,6084466,Unknown Album,"MySpotigramBot, -1001819731063, enby, pluggnb, -1001333387036",https://i.scdn.co/image/ab67616d0000b2731e28b92ccb915b5307a7eb02
FE!N (feat. Playboi Carti),Travis Scott,https://open.spotify.com/track/42VsgItocQwOQC3XWZ8JNA,1106781,20070703,Utopia (Spotify),"MySpotigramBot, rage, Playboi Carti, hype, trap",https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
Endless Fashion (feat. Nicki Minaj),Lil Uzi Vert,https://open.spotify.com/track/41bmnQZoDMQdDh5zyomtW7,284624,2452543,Unknown Album,"MySpotigramBot, -1001819731063, nicki minaj, taylor swift, eiffel 65",https://i.scdn.co/image/ab67616d0000b27376fd3e8196fbf4a1ff08a845
Attention,Doja Cat,https://open.spotify.com/track/11xC6P3iKYpFThT6Ce1KdG,444713,4415429,Unknown Album,"rap, trip hop, Neo-Soul, boom bap, jazz rap",https://i.scdn.co/image/ab67616d0000b27324b893fb9e7953ebc9517c6a
back to the moon,Gunna,https://open.spotify.com/track/3OGCNLxpBmTYRxPZg2yDE5,205455,1639338,a Gift & a Curse,"MySpotigramBot, -1001819731063, -1001854528204",https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
Deli,Ice Spice,https://open.spotify.com/track/5JYPXqMwYc0zTODQdjMEZN,462179,4670928,Unknown Album,"rap, east coast hip hop, Love, bass, summer",https://i.scdn.co/image/ab67616d0000b2733a696fc544995ab8d0d6765f
Go Hard,Lil Baby,https://open.spotify.com/track/1IzJxbARcQrOWMZgPw1PNj,98202,582589,Go Hard - Single,"MySpotigramBot, -1001819731063, -1001854528204",https://i.scdn.co/image/ab67616d0000b2737665bdacb19389860e6cc517
SORRY NOT SORRY,"Tyler, The Creator",https://open.spotify.com/track/410ZZP746AQeiywhKvXWCo,544557,6388677,CALL ME IF YOU GET LOST: The Estate Sale,"MySpotigramBot, -1001819731063, hip hop, Neo-Soul, jazz rap",https://i.scdn.co/image/ab67616d0000b273aa95a399fd30fbb4f6f59fca
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",Metro Boomin,https://open.spotify.com/track/39MK3d3fonIP8Mz9oHCTBB,388823,4152433,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),"MySpotigramBot, -1001819731063, marvel, Hip-Hop, rap",https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f
Rich Flex,Drake,https://open.spotify.com/track/1bDbXMyjaUIooNwFE9wn0N,803509,9975927,Her Loss,"MySpotigramBot, -1001747063611, trap, rap, pop rap",https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
LET GO,Central Cee,https://open.spotify.com/track/3zkyus0njMCL6phZmNNEeN,258213,2248610,Unknown Album,"MySpotigramBot, hip hop, rap, UK hip hop, UK rap",https://i.scdn.co/image/ab67616d0000b273cbb3701743a568e7f1c4e967
In Ha Mood,Ice Spice,https://open.spotify.com/track/0yUaLqhsVsguBpoOPL4cO7,511406,4271908,Unknown Album,"jersey club, east coast hip hop, UK Drill, sample drill, Jersey Drill",https://i.scdn.co/image/ab67616d0000b273cf9b9ac12129c2d73a788caf
Strike (Holster),Lil Yachty,https://open.spotify.com/track/7iTTWHbr4tAlsRJN4m4bay,267128,3479931,Strike (Holster),"MySpotigramBot, -1001819731063, nina simone, rage, lil yachty",https://i.scdn.co/image/ab67616d0000b273dc252547af66fa6a5e3ed781
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,https://open.spotify.com/track/0vjeOZ3Ft5jvAi9SBFJm1j,754728,12028226,HEROES & VILLAINS,"MySpotigramBot, trap, Chris Brown, future, -1001747063611",https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89
To The Sky,[IVY],https://open.spotify.com/track/2ta1uHvZMY7yG8xms7VTr3,8495,28990,To The Sky,,https://i.scdn.co/image/ab67616d0000b273e31f541cbe460bf5dd5c5fbb
"Bang Bang (feat. Stylo G, Riko Dan & Frisco)",Friction,https://open.spotify.com/track/3jzfiKtkueyzmvWVelVwtk,4640,14814,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273d9724d7f6b045d908de52419
"Sometimes Things Get, Whatever - Cover",Bassgazm,https://open.spotify.com/track/6M3ZxRiCUwvjwMaVE0Ca7X,7,7,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273584d8d7ca6081dc183fcbca2
Iced Out,Choley,https://open.spotify.com/track/3Cc5GtzfN9mwSjhSWtuT9v,74,91,Iced Out,,https://i.scdn.co/image/ab67616d0000b27355b1ca842233e3723750104f
Personal,Aktive,https://open.spotify.com/track/5o4ekLO60BhAf4s9LhefCL,3519,9565,Personal,,https://i.scdn.co/image/ab67616d0000b2733caf124f2667874f391a130a
D!E SLOW,Dack Janiels,https://open.spotify.com/track/1w1L70RvT2SFHPsmPYL3cx,353,709,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273a78794a8cd762fa521018e9f
Throne,Dogma,https://open.spotify.com/track/742J1dItyzOggffrAjhjtw,224,288,Throne,,https://i.scdn.co/image/ab67616d0000b2737cf3e99ba8bc86e38528c332
Situation,A Little Sound,https://open.spotify.com/track/75X2SypN4QR4pr1amO0Jfs,8124,29690,Unknown Album,"Liquid, dnb, woman, 23, banger",https://i.scdn.co/image/ab67616d0000b27329b9635351af405044866e81
On My Way,Power Neon,https://open.spotify.com/track/2fqJV9735eUdswO3LxB78H,40,52,On My Way,,https://i.scdn.co/image/ab67616d0000b273789f5900634525939bf13425
Forever In Heartbeat - 2024 VIP,Daze OFF,https://open.spotify.com/track/4SnCeKvh5ZxS3qQDRzk6dI,108,140,Unknown Album,,https://i.scdn.co/image/ab67616d0000b27362d3d88c20f256c565687927
Digital Conscience,Skellytn,https://open.spotify.com/track/0Hgzk0iRGkQODdAd9yOitz,390,682,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2736e6622cb7153f54f93951db0
LUST,GRAIL,https://open.spotify.com/track/7xf2XwiGuO9z6UecWFpeU5,106,137,Unknown Album,,https://i.scdn.co/image/ab67616d0000b27386826026dd77936e17da1fc5
Safe (Here),illanthropy,https://open.spotify.com/track/1m9GuKDFEBPynZfeJR5tW6,107,157,Interoception,,https://i.scdn.co/image/ab67616d0000b273ef5a589fe5c18ef87418dd7a
Fusion,Audigy,https://open.spotify.com/track/6Mvo4xi6QLGbT3Zrra7sNZ,97,107,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273219a2565e6bd93941e5623d7
Push The Tempo,Sub Focus,https://open.spotify.com/track/2dkUsfpsB0c394cmFe18Ih,21881,96900,Unknown Album,"dnb, woman, banger, 3s",https://i.scdn.co/image/ab67616d0000b27331381dd82998702bbcfe30d9
Indestructible,Andy C,https://open.spotify.com/track/4SBuL5T5CGhl3k9w7PLf8a,17754,71270,Unknown Album,becky hill,https://i.scdn.co/image/ab67616d0000b273a8f4881be88b5ae101b74be8
UNDER PRESSURE,BILLYTHEKID,https://open.spotify.com/track/5lrjFF5X6DGlrAcUzDP63F,46,76,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273a3d423d9a17c18fdbbb93a0c
The Feeling,Rudimental,https://open.spotify.com/track/2XwfwHvM8iqvWL5bZWbo86,13790,44764,The Feeling,,https://i.scdn.co/image/ab67616d0000b27330027a98738b485ae832116e
The One I Need,Pola & Bryson,https://open.spotify.com/track/3obfI83UI2j9CGJApIATH5,8436,29088,Unknown Album,,https://i.scdn.co/image/ab67616d0000b27373746b9a5c22da690fb0dd82
Trouble,Captain Malik,https://open.spotify.com/track/7y99FdeJwJykchbOPkIPkP,291,558,Trouble,,https://i.scdn.co/image/ab67616d0000b27358fe0df38bfefc4d5afa6250
Shine,Baeal,https://open.spotify.com/track/16eTlj0XcO6C4wYNUdeQ3W,84,88,Shine,,https://i.scdn.co/image/ab67616d0000b27357d37a3ede1d68574033f0d6
BACKBONE,Chase & Status,https://open.spotify.com/track/3HrHhTWonBqF4mDasi8xvC,101091,695251,Unknown Album,"Drum and bass, dnb, men, Number 1, banger",https://i.scdn.co/image/ab67616d0000b2731c7e93001b846b12ae2c7e3b
Savage,Freaks & Geeks,https://open.spotify.com/track/04fBENQTDO2gM8NRVNRf4e,6732,22354,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273a4d7c6dfe6c5a104c5c5142e
Lose No Sleep (Masterpeace),Catching Cairo,https://open.spotify.com/track/5i4qgjqnx4R8LGCJwNHPOZ,16399,59517,Unknown Album,"Liquid, dnb, woman, 13, 3s",https://i.scdn.co/image/ab67616d0000b2732e10de3aff7d152fc83135f1
Torrential - Arietta Remix,Not Your Shadow,https://open.spotify.com/track/1mqeagbneTZ9ObTxtlkbys,198,243,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2730398348c6050341c8d99a626
No Glory (feat. M.I.M.E & Drama B),Skan,https://open.spotify.com/track/67WMyaBOp5pwWeBXLIJ0ra,21351,145161,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2734cc608d65bc5f779b0f9c149
King,Apashe,https://open.spotify.com/track/6OvMmEeumtCP6WgYqgA08T,13982,63232,Unknown Album,,https://i.scdn.co/image/ab67616d0000b27329fd925f8fb4a44dc58811a6
War Zone,Unknown Brain,https://open.spotify.com/track/5cNq1c5DqWct55tJ0hZc4U,28321,153204,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2735a4d5d9f724118698c9a25ff
Afterhours feat. Diplo & Nina Sky,TroyBoi,https://open.spotify.com/track/1gV0hgMNdpSWeW7ZjSUKnX,37865,188971,Afterhours feat. Diplo & Nina Sky,,https://i.scdn.co/image/ab67616d0000b273a37904fdb75ceb33b5f1546d
Rise,Skan,https://open.spotify.com/track/7b3B0DlLYIMTa6uXdxOl8j,2005,7748,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273b8446238b1968cdafb9307f9
REDLIGHT,NGHTMRE,https://open.spotify.com/track/4Joy4odtE1z0AX32uWoAQn,41836,208893,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273d1c919f80d78a2b6c26be1cd
Front,Bellorum,https://open.spotify.com/track/0gtAguNPDQ7JzK7HzYcUez,3684,10173,Front - Single,,https://i.scdn.co/image/ab67616d0000b273d03f087b7ecceaa764c9b870
Twerk It,AFISHAL,https://open.spotify.com/track/7tzf02jlu4uhQGgUBpt6Rg,4062,15520,Twerk It - Single,,https://i.scdn.co/image/ab67616d0000b2738a7b18d425b987adbe980fb1
On That Road,The FifthGuys,https://open.spotify.com/track/6RlQs6QBeH1ip7TixxHOcr,2471,8801,On That Road,,https://i.scdn.co/image/ab67616d0000b2731de87b459d8098b546845745
Rise Up,The FifthGuys,https://open.spotify.com/track/7I2eD1bRTXJDkQcg9liRr1,1192,2207,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273062fb888978315ab55062558
CASH COW,NGHTMRE,https://open.spotify.com/track/56yyecUavZFNRc9W5t0P8O,32264,192778,CASH COW - Single,,https://i.scdn.co/image/ab67616d0000b27379e23d2a7ec429fdc0c11c52
Memories of Us,Skan,https://open.spotify.com/track/1NAEch79aVeapyrs766lAo,207,474,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2734f6b082b272268e4ee4ae87d
Majesty,Apashe,https://open.spotify.com/track/08E0TIudwefGjA27W4zrnf,65834,464021,Requiem - Single,,https://i.scdn.co/image/ab67616d0000b2736e9cba73e17558eabbe6c5b0
Arcade,The FifthGuys,https://open.spotify.com/track/2vb9rUeOor1JJ0As3ostUY,4817,13702,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273485d79b68b82c074360fceb3
Multicolore,Bellorum,https://open.spotify.com/track/6KEQoLLr2kXLFKjiAFcxlW,1723,4113,Multicolore - Single,,https://i.scdn.co/image/ab67616d0000b273d7e7f756bf55b7af04dd2c13
Thief,Ookay,https://open.spotify.com/track/5Ce9z7GqSknXccyppRxNLY,64303,397686,Thief,banned,https://i.scdn.co/image/ab67616d0000b2737ab69ead324ebd9a3b629a63
Take It Away - Alexander Lewis Remix,RL Grime,https://open.spotify.com/track/10sVJpsoTxf0CGp9LhSQJU,9705,35114,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273fc640001ddd9ecb549929a1c
CRUSH,Bellorum,https://open.spotify.com/track/3l5KAvmMw41kdoU4lZZHVJ,1082,2519,CRUSH,,https://i.scdn.co/image/ab67616d0000b273a2861d4651179846883e33ed
Smooth Criminal,CHENDA,https://open.spotify.com/track/7fHfD4yeKbzk2a7i5kEPBq,7873,30069,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273f30d566277a4976eafc9843c
LOVER DOWN,Bellorum,https://open.spotify.com/track/1KQIg4lvhe1JXfR3hIv69i,785,1807,LOVER DOWN,,https://i.scdn.co/image/ab67616d0000b273fb16b178a7e9df9c3ddebbdb
FOCUS,JOYRYDE,https://open.spotify.com/track/1p1BnWMlKwG8u5n8n8uZSg,16764,75674,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273a32cfe5d87decac579d986dc
VICE,Bellorum,https://open.spotify.com/track/4hoOahqKnzlJqBmosP7bNU,781,2131,VICE,,https://i.scdn.co/image/ab67616d0000b2737f0300e5b60dbd04293e035d
Back It Up,The FifthGuys,https://open.spotify.com/track/1gcypiiUe3fFfj7k86p3yx,1339,3337,Back It Up,,https://i.scdn.co/image/ab67616d0000b27321eeda37f28af950831334bf
Amsterdamned,Yellow Claw,https://open.spotify.com/track/2k4WuXHm3dnC7ccWF82cWy,11155,59509,Never Dies,,https://i.scdn.co/image/ab67616d0000b2732a4f7e877e5755965064961b
Hall Of Fame,PHARAØH,https://open.spotify.com/track/2WFHR1yWR1GBkdr9OxGOaB,6697,24444,Hall Of Fame,,https://i.scdn.co/image/ab67616d0000b2736f22977caaf4abe337231ed7
Devil,Barren Gates,https://open.spotify.com/track/3lj59hy6FrRDyYNo8Onuud,45307,302258,Devil,,https://i.scdn.co/image/ab67616d0000b27304ccb1343bd9b26e964e9b88
Crossed The Line,Vosai,https://open.spotify.com/track/1j3N4TCykSmXy12iUiMQWk,30922,200112,Crossed the Line - Single,electronic,https://i.scdn.co/image/ab67616d0000b273d8668eb8770a4154f49e7a2e
DJ Turn It Up,Yellow Claw,https://open.spotify.com/track/1ivuWgxFQb2xzxVNSlB1hF,107430,522276,Amsterdam Twerk Music,"trap, Riverdale, Hip-Hop, electronic, House",https://i.scdn.co/image/ab67616d0000b273e61ee9e9088e6a236fe0c7fb
Glory (No Glory pt. II),Skan,https://open.spotify.com/track/3yz0zJTqkujOy68uJGIzFd,3963,30790,Glory (No Glory pt. II),,https://i.scdn.co/image/ab67616d0000b27398a509c41c6764e4924f14a5
ORIGINS,KOWZ,https://open.spotify.com/track/4gey1JMWjc7KEeCIXzVX5H,2006,5098,Origins - Single,,https://i.scdn.co/image/ab67616d0000b2731f5eda5bbbb5ae9a4f659871
Fearless Pt. II,Lost Sky,https://open.spotify.com/track/4y1nvncvBhdoelqPMyXxis,105315,798858,Fearless Pt. II - Single,"trap, EDM, gaming, gaming music",https://i.scdn.co/image/ab67616d0000b273df7c14e866cf14a259563ca1
"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO,132530,929821,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) [from Deadpool 2]","Soundtrack, french montana, Lil pump, zhavia, Zhavia Ward",https://i.scdn.co/image/ab67616d0000b2735990b7d72ab8451180f46e40
KAMIKAZE,GRAVEDGR,https://open.spotify.com/track/3Cftq8i56tpPh8mdSmiOF8,13977,63860,KAMIKAZE - Single,,https://i.scdn.co/image/ab67616d0000b273e77957525a1ad029c2e53c20
Seizure,The FifthGuys,https://open.spotify.com/track/5wqPpv0nROPAMg7h7R0wA8,2183,8269,Seizure,,https://i.scdn.co/image/ab67616d0000b273464aed51d6f5a8dcdf84dcd7
Rake It Up - Diplo & Party Favor Remix,Yo Gotti,https://open.spotify.com/track/3wAbP40X5P9EVWkwmszInb,27140,104340,Unknown Album,rap,https://i.scdn.co/image/ab67616d0000b273ccb8c3d258935e9447b9aca4
Letting Go,CHENDA,https://open.spotify.com/track/5gGtZ5r8Mv2XOqdyJyc3Fd,2154,5602,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273d2dca8552098ac2d3bd7d990
Playdough,Biometrix,https://open.spotify.com/track/70UrWPiRE9fyd0Ja0c50oq,1404,5369,Playdough,,https://i.scdn.co/image/ab67616d0000b27330f8c764df1114e59b45a680
Flirt,NEFFEX,https://open.spotify.com/track/6e6H00s0e2cZayrnBbvPsv,12468,116636,Flirt,,https://i.scdn.co/image/ab67616d0000b2731b9fbfe67213f085562e102a
Dark is All I See,Naeleck,https://open.spotify.com/track/3zE1xP8M8xP0aq4BeLdyrI,11204,30315,Unknown Album,,https://i.scdn.co/image/ab67616d0000b27360cc262c0970edfc414df17d
Marijade,RayRay,https://open.spotify.com/track/2R5HI7UfSG6fA2lbfsge8n,1337,3395,Reincarnation EP,,https://i.scdn.co/image/155cd7a270f2932e948b2fe8b5cc0f785a369bf4
The Island,The FifthGuys,https://open.spotify.com/track/71H9O3hLE9I77Q9LCO7L21,1292,3196,The Island,,https://i.scdn.co/image/ab67616d0000b2730fbd77a287db3633355704b0
Can't Stop,Alban Chela,https://open.spotify.com/track/4EfT6M2RM0rfGa7BKQF6DN,2321,8606,Can't Stop - Single,,https://i.scdn.co/image/ab67616d0000b2738c8028386b01999b924af905
