track name,artist,spotify url,listeners,playcount,album,tags,album cover
Basti Ka Hasti,MC STAN,https://open.spotify.com/track/3k9PtGmPNnQtt32TKWm6f3,0.0018931662031297218,0.0008405948089718182,Insaan,,https://i.scdn.co/image/ab67616d0000b273f7affe5c21190981d9ac6b62
Shana Bann,MC STAN,https://open.spotify.com/track/5ZTsPwtt7aCuzbWd5rDGys,0.000965995733277394,0.0005032898009962792,Shana Bann,,https://i.scdn.co/image/ab67616d0000b2738af148e62fcca1a7741976b8
Snake,MC STAN,https://open.spotify.com/track/0MYof8K1RPjc1Htnr7CDa6,0.0008811016871315403,0.0004313441114112373,Snake,,https://i.scdn.co/image/ab67616d0000b27349f667c7824abfc6791398e0
Bitch,MC STAN,https://open.spotify.com/track/3Blsc8iWj4LLgnCe0DhnU0,0.0006345322903051868,0.0004274938069227411,Insaan,,https://i.scdn.co/image/ab67616d0000b273f7affe5c21190981d9ac6b62
Ek Din Pyaar,MC STAN,https://open.spotify.com/track/0uk9sQ7MjK0CdAUinD4xBV,0.002073095222435439,0.0010646825302022926,Tadipaar,,https://i.scdn.co/image/ab67616d0000b2736cec8bf8302ee175e429c9c1
Numberkari,MC STAN,https://open.spotify.com/track/7bACuq4Lv8inFcK5rX36O6,0.0004293958238503593,0.00019766729852607962,Numberkari - Single,,https://i.scdn.co/image/ab67616d0000b2736cec8bf8302ee175e429c9c1
Dooriyan (feat. Kaprila),Dino James,https://open.spotify.com/track/4nKc9yiwXWlEByq1oMfHU6,0.0014915854933749324,0.0007027539082836569,Dooriyan (feat. Kaprila) - Single,Hindi,https://i.scdn.co/image/ab67616d0000b273d2b246039072d2e39914e352
Wishlist (feat. Kaprila),Dino James,https://open.spotify.com/track/39m83gjG1lNr7Un0dJndFw,0.0010390104077782649,0.000423111793719167,Wishlist (feat. Kaprila) - Single,,https://i.scdn.co/image/ab67616d0000b273e98e528e204c9ce06547fbfb
Pyaar Pyaar,Dino James,https://open.spotify.com/track/7cMJin9pGEH4MHVWcDytHg,0.000316107182065278,0.0001741987759295318,D,,https://i.scdn.co/image/ab67616d0000b273bf1744a2fefe51f199ff3874
Lost,Dino James,https://open.spotify.com/track/7wSjGKRzJ1qEOd8ya3XP6G,0.0004603980864360465,0.0002006008638506481,Lost,,https://i.scdn.co/image/ab67616d0000b273bf1744a2fefe51f199ff3874
Unstoppable,Dino James,https://open.spotify.com/track/6CYtjAHaY3lznJRMJCCPTC,0.000494587497511851,0.0001951737680001964,Unstoppable - Single,,https://i.scdn.co/image/ab67616d0000b273f75e34bc469c79bae4a8d4ee
Tandav,Dino James,https://open.spotify.com/track/4wmzHlPnLkljS6mnCAsqoO,0.00019760320638727736,5.7057845562856854e-05,Unknown Album,,https://i.scdn.co/image/ab67616d0000b27335585dfc08b0f7fda1edba76
Vainko,Brodha V,https://open.spotify.com/track/1nLdzIq6U8wavefMS1fou7,0.0009651265109619074,0.000385910518446983,Vainko - Single,,https://i.scdn.co/image/ab67616d0000b27391a97523b77900c64acb50db
Aigiri Nandini,Brodha V,https://open.spotify.com/track/7vtxjntbaD9P9hsF78OkPz,0.0012227060571177572,0.0005681032598859639,Aigiri Nandini - Single,,https://i.scdn.co/image/ab67616d0000b27339aca27e8d5bdb83cf587ebe
,,https://open.spotify.com/track/6HYv7aGsZ31xu3IVx3Lrfe,0.0,0.0,Unknown Album,,
Forever,Brodha V,https://open.spotify.com/track/3K9TE5e2ARmNsJKH5CNBmx,0.00022744650588564917,7.30641113650336e-05,Forever,,https://i.scdn.co/image/ab67616d0000b273d24bc684892c3a4c57e5740b
Aathma Raama,Brodha V,https://open.spotify.com/track/6qJrmD6CXKWkWcsYwu9AV3,0.002109312818914046,0.0009652346656994213,Aathma Raama,"hip hop, rap, Indian, desi",https://i.scdn.co/image/ab67616d0000b27347786d3f362fb9143efdfe2e
Interview,Ikka,https://open.spotify.com/track/717Gs76Qmm1yN5J2uhA4uK,6.750959983612262e-05,1.9086509392973647e-05,Interview,,https://i.scdn.co/image/ab67616d0000b2733ab2e1f596b6a982a3517428
GRIND,Emiway Bantai,https://open.spotify.com/track/16xg7UwH9hbs96vCD8k6bC,0.0014400116359893965,0.0003892291142204011,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2736be629382e421292a1c658d6
GUESS,Emiway Bantai,https://open.spotify.com/track/2Xv14bnP2GP8CybxqUswoK,0.0003618862240142367,0.00015978763627258916,GUESS,,https://i.scdn.co/image/ab67616d0000b273ad474bfdfaa35968438a25ef
Machayenge,Emiway Bantai,https://open.spotify.com/track/08j9wzt7Q9Ucq1IrpD4GVq,0.0012537083197034446,0.00029948035007188427,Machayenge,hip hop,https://i.scdn.co/image/ab67616d0000b2735b86262bcf82ef2737b446b0
Khatam Hue Waande,Emiway Bantai,https://open.spotify.com/track/3LlEnO0INKAExVe4JMi7p7,0.0005974454715110937,0.0001658564495377902,Khatam Hue Waande,,https://i.scdn.co/image/ab67616d0000b2739e77412e642627e1e1b44ff7
KR L$DA SIGN,Emiway Bantai,https://open.spotify.com/track/0usNFsDDoVMYVE732zM3QI,0.0003989730428083298,0.00015511226653655815,KR L$DA SIGN - Single,"Indian hip hop, gully rap, indian main stream",https://i.scdn.co/image/ab67616d0000b273a120392c504e7d900acc4b3e
Street Talk,Emiway Bantai,https://open.spotify.com/track/3SjCtYzbsVYmzfeBaaqpUd,7.533260067550164e-05,2.1726718185085273e-05,Street Talk - Single,,https://i.scdn.co/image/ab67616d0000b2738304ec662d02492271015532
Ykwim,Karan Aujla,https://open.spotify.com/track/6qS40yL7kXVoChI8SSCQIQ,0.0032355351990127953,0.0018659125594750576,Ykwim,,https://i.scdn.co/image/ab67616d0000b2737162dc7fbd69d82805a2aab1
I Guess,KR$NA,https://open.spotify.com/track/0OxG3hlJNNzXcSrNVXEu8f,0.002214488719087919,0.0015210902903553117,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273a29f8977d3f13760d01332e0
No Cap,KR$NA,https://open.spotify.com/track/1XdUEm2MwB6ysy6E80ltMg,0.002988096579870955,0.002305287305962301,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2734c6edea22082734e5683c7b9
Machayenge 4,KR$NA,https://open.spotify.com/track/71VXewVKFs0HcwEom489zH,0.0012887669530947357,0.0008156778384962647,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2734e7bd9650368c95ed545b1d3
Untitled,KR$NA,https://open.spotify.com/track/4dCLUBJwtZwc4HYXvfcpyP,0.0018662203113496386,0.0012303006275574617,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2733a3f1fa15892595eede07dff
Overdrive,Hi-Rez,https://open.spotify.com/track/6OkmodWuKjwi98Sb3nSuGd,0.0008938502810920098,0.00027122644903963415,Unknown Album,OP,https://i.scdn.co/image/ab67616d0000b27399c81e7e26803b378641dee8
Kaam 25 - Sacred Games,DIVINE,https://open.spotify.com/track/6Kynli1iHBqJRWUCohcV9h,0.0037747427753862897,0.001756673920701439,Unknown Album,"hip hop, asia",https://i.scdn.co/image/ab67616d0000b2733179c08eecad4cf6f5c68e58
Gunehgar,DIVINE,https://open.spotify.com/track/4S7yPbt2aW7N3pthEpcP7S,0.0010236541468713355,0.0004837449220213417,Gunehgar,,https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
Satya,DIVINE,https://open.spotify.com/track/1xSCr5uIndaHKFdO4s2V6B,0.0017952338222515696,0.0007685207759038265,Punya Paap,,https://i.scdn.co/image/ab67616d0000b27383c726c3768d0981c76acd38
,,https://open.spotify.com/track/5uaIbU3oHHcSOK6WFNK5nj,0.0,0.0,Unknown Album,,
3:59 AM,DIVINE,https://open.spotify.com/track/2gNMXJDKRmKWuevBGjN8wo,0.0027536962954614135,0.0012668051810650607,Punya Paap,,https://i.scdn.co/image/ab67616d0000b27383c726c3768d0981c76acd38
Jugnu,Badshah,https://open.spotify.com/track/2NTVtNcpC0i1R7LVGaCZCF,0.0045083664096569435,0.0019375648925276426,Best Of 2021 - (Romantic Hits),,https://i.scdn.co/image/ab67616d0000b273efe374ffabeb543840dee228
Roll Up,KR$NA,https://open.spotify.com/track/2HBnruSUjUJhqNePQXObRK,0.0010343745554290032,0.0004853767177331329,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273b9860476c0ed8221cef4b9e3
,,https://open.spotify.com/track/2nk7w7liVyB4vkfjdQxMyH,0.0,0.0,Unknown Album,,
Same Beef,Bohemia,https://open.spotify.com/track/65c6VCikt7f5sAS1heoYQC,0.0030637189213182855,0.0013523002754929532,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273d6181999e3c1c1bb525f9989
Ek Tera Pyar,Bohemia,https://open.spotify.com/track/4xrH6EnjztE2NOBLghvTGC,0.0005363101686552058,0.00021532369482332614,#1s - Sher-E-Punjab,,https://i.scdn.co/image/ab67616d0000b273c9aa4603dcd34d2beeb60ccd
1 Se 23,Karma,https://open.spotify.com/track/3zDwMOeRXIiYwlzmSMCRZF,0.0004154882668025744,0.00020261769001128893,mic check,,https://i.scdn.co/image/ab67616d0000b273df20e92b01eaa7559e1f38a7
Say My Name,KR$NA,https://open.spotify.com/track/3JQUqtPgQc846TxLmbv5aT,0.0012264726871515324,0.0006838874162900259,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273084f37460aefd0f7ef09b569
Villain,KR$NA,https://open.spotify.com/track/1HCdZjUS2HaXCf7SJpOROy,0.0009662854740492228,0.0005036748314451287,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2737bb23ac6330733d95888e612
Sheikh Chilli,Raftaar,https://open.spotify.com/track/6PKNPLFj5oE9eS7Og84993,0.0009726597710294576,0.00033869845150470907,Sheikh Chilli,,https://i.scdn.co/image/ab67616d0000b2734593ad9c8e8dd23916f61478
No Losses,KR$NA,https://open.spotify.com/track/3aksi3t5XGGiemQLh8I8qY,0.0007260903742031042,0.0003700325961277561,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273e5cb0fbbdc98c53b09782859
Hancock,Dino James,https://open.spotify.com/track/5RReo25YGLbUAbHlWIYmui,0.00030509703273578164,7.852787678204238e-05,Hancock - Single,,https://i.scdn.co/image/ab67616d0000b273c94fa63e00629c54e0ce1ef7
Makasam,KR$NA,https://open.spotify.com/track/6a0FFmCysnpLTt5sDLUABH,0.0010494410755641035,0.0006259128315632414,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273956a88ae9c27d7c9408c788c
Lil Bunty,KR$NA,https://open.spotify.com/track/1MGvSryQcSR7zsNG4lQOjN,0.0011598323096308962,0.0007453089402731784,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2737bcd5f3919feb99a1661bef6
Warm Up,Deep Kalsi,https://open.spotify.com/track/2V2tGSKj5KECsetrxyb5oY,0.00039694485740552786,0.00014081113557928683,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273df20e92b01eaa7559e1f38a7
Freeverse Feast,KR$NA,https://open.spotify.com/track/2cfmVJsQJGjXoqnA4kSMqp,0.0014232066712233232,0.0007444105358925293,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2735e5402a77852729574169511
Sunn Na,Bali,https://open.spotify.com/track/7b8BHkjW0vfgT54yXp0Lvn,0.0014718831208905703,0.0006521865760014078,Sunn Na,,https://i.scdn.co/image/ab67616d0000b273b804c34552b0baa78730111e
Baap Se,Fotty Seven,https://open.spotify.com/track/2ZL0rLsGPUBjM6ygXOf3TG,0.0008196766435038236,0.0003869005967440249,Asli Independent,,https://i.scdn.co/image/ab67616d0000b273fe80c16f92fbdd0205afbfcf
Seedha Makeover,KR$NA,https://open.spotify.com/track/39xDebRHoToQurIe0PgAbw,0.0010082978859644065,0.000525896588778735,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273a409a2c5fa0326d295af9d6c
Nanchaku,Seedhe Maut,https://open.spotify.com/track/6btegcu44HqquqArljhFxu,0.003416912922177657,0.003822930657061245,न,,https://i.scdn.co/image/ab67616d0000b273d65e2670b7176415b9d88a59
Blowing Up,KR$NA,https://open.spotify.com/track/3Oh2FwWbnKIAyUE2gToFYu,0.0012719619883286622,0.0007658438975451578,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273f8c35169d5bab01327f87e5a
Saza-E-Maut,KR$NA,https://open.spotify.com/track/2ikI9Y7PCPIavU0TMSpF31,0.001961255284509502,0.001174874577706396,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2737bb23ac6330733d95888e612
Angaar,Ikka,https://open.spotify.com/track/6sXibluMzgiLgLBvjySOdd,0.0004980643867737973,0.00022284095596753284,I,,https://i.scdn.co/image/ab67616d0000b27301ea522301faeb102d6a7955
EP - NO BRANDS - Checkmate,Emiway Bantai,https://open.spotify.com/track/2VyfaVXWVL3WQWzW5rlSuD,5.157385738553573e-05,1.1184217799917314e-05,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273949d437a7f673400469dd65e
CHUSAMBA,Emiway Bantai,https://open.spotify.com/track/73N5AghXPjYtAoS6RIYPZd,0.0004349008985151075,0.00013118537435804654,CHUSAMBA,,https://i.scdn.co/image/ab67616d0000b2734462c521d2e361f0aa203760
Yede Ki Chadar,MC STAN,https://open.spotify.com/track/7sTJfQrI0QfM1B4xbnCGSj,0.00038303730035774293,0.0001842645719494574,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273d9327b043100a387ce44c506
Khuja Mat,MC STAN,https://open.spotify.com/track/2Ce4FuQ4YsDFT6ZadpAcuR,0.0002952458464936006,7.995798987776952e-05,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273e2f289a286cf7cc162831159
Jump Kar,Emiway Bantai,https://open.spotify.com/track/7BPUIl7zIezaZCuXFB7aLJ,0.0002265772835701626,6.162320659921655e-05,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273a73a5dbd0074d594facf93aa
Hutt Hutt,Bali,https://open.spotify.com/track/1VUILWlKpNib3uJp9pb0Xl,0.0002778614001838695,0.00010828523004313386,Mubarak Ho Bali Hua Hai,,https://i.scdn.co/image/ab67616d0000b273c4846ec724857126d503f9b5
OG,KR$NA,https://open.spotify.com/track/2KNCIEhuUkOU8cAx7byG6C,0.000543843428722756,0.000272381540386183,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2733c79f725425128ebdf6629f9
Tadipaar,MC STAN,https://open.spotify.com/track/6EP117i3gizdFg9neGen0s,0.0007486901544057547,0.00038398536620273496,Tadipaar,,https://i.scdn.co/image/ab67616d0000b2736cec8bf8302ee175e429c9c1
Khatam,Emiway Bantai,https://open.spotify.com/track/251VdhnEdo9kxdQ7xeGuc3,0.00017819057467474423,3.8888075333810856e-05,Khatam,babycore,https://i.scdn.co/image/ab67616d0000b2733a4ddd5b91c1b1137fa16714
Amin,MC STAN,https://open.spotify.com/track/0mOpLJQBj7Q2ElfUdahRVy,0.0004392470100925403,0.00016998177577546463,Tadipaar,,https://i.scdn.co/image/ab67616d0000b2736cec8bf8302ee175e429c9c1
Living Legend,KR$NA,https://open.spotify.com/track/6ohdLcC94GYYRunfWlOtoR,0.0005157385738553573,0.0002259395343416083,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2737bb23ac6330733d95888e612
Broke Is A Joke,MC STAN,https://open.spotify.com/track/1J9OoW4eLxIjwo10lBB83x,0.0005264589824130249,0.0003084277243118181,Broke Is A Joke,,https://i.scdn.co/image/ab67616d0000b273510715ca5836c4df66ba1699
KAHA PAR HUN,Emiway Bantai,https://open.spotify.com/track/740vxVMOBSZWI5upPiR0UU,8.40248238303672e-05,2.7337161868322483e-05,KAHA PAR HUN - Single,,https://i.scdn.co/image/ab67616d0000b27375f646e7285c6b2579256bdc
Giraftaar,Emiway Bantai,https://open.spotify.com/track/6ZXWOoXJo052TYQ6l0SrJf,0.0002387463959869744,6.677528070048993e-05,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273e7f838d4064ac203b6224508
Say My Name,KR$NA,https://open.spotify.com/track/2M8ByllwOKTmIPqDMA59do,0.0012264726871515324,0.0006838874162900259,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2737af8b37e0d5011d7818c6010
Hosh Mai Aa,MC STAN,https://open.spotify.com/track/74utzjnwFLp68F1rMha7L5,0.0005247205377820518,0.00021671713835249616,Tadipaar,,https://i.scdn.co/image/ab67616d0000b2736cec8bf8302ee175e429c9c1
MACHAYENGE 4,Emiway Bantai,https://open.spotify.com/track/0TeH0rRFmef6eqk86MPyUA,0.00026714099162620196,7.161566348602792e-05,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2732fa101479cfd6b18a78fde26
Bass,Bali,https://open.spotify.com/track/0pdFx9OpCOgGsbzwOIqfTN,0.0002714871032036347,9.009712503080932e-05,BASS,,https://i.scdn.co/image/ab67616d0000b273cd76cdf6335a46b8512d5d8a
My Time,Emiway Bantai,https://open.spotify.com/track/3OIRCVBt2t6EF2XDXp1I6L,0.00010198875168375605,2.731882708504393e-05,Malum Hai Na,,https://i.scdn.co/image/ab67616d0000b273fac0a04bbf336d5df973a21e
Wata,MC STAN,https://open.spotify.com/track/3n2eisc44JF5RPgTioYOSA,0.00020310828105202556,6.730698941556797e-05,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273fa8a451439d389fb65b9739a
Dum Hai,KR$NA,https://open.spotify.com/track/17g3jULGZ1SMY0iIWoZeWG,0.00054789979952836,0.00025270831792829565,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2735601edde69137b5db531feea
Freeverse Feast 2,Emiway Bantai,https://open.spotify.com/track/5ec0XhCsoLmGBvDZnqPhkv,5.939685822491475e-05,1.8664809377566928e-05,Malum Hai Na,,https://i.scdn.co/image/ab67616d0000b273fac0a04bbf336d5df973a21e
Baazigar,DIVINE,https://open.spotify.com/track/1T44wPr7LUlBY4vX6LlygG,0.0032387223475029126,0.001217411274912639,Gunehgar,,https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
NO CHINA,Raftaar,https://open.spotify.com/track/1LZbyxhEXOjdHwWoaWN7Ve,0.0011282505655015513,0.0007813001198489779,HARD DRIVE Vol. 1,,https://i.scdn.co/image/ab67616d0000b2730cd27f5b3dd8aa4d67543e14
Tony Montana,Karma,https://open.spotify.com/track/35rt75xpICwBH2XfkssRDw,0.0005024104983512301,0.00024830796994144294,Tony Montana,,https://i.scdn.co/image/ab67616d0000b273d0d125aaee0c6a0c06a3fa09
Akela,DIVINE,https://open.spotify.com/track/7kgNsbE5PjQq1eqinaZvEN,0.0005510869480184773,0.00023105493887632457,Akela,,https://i.scdn.co/image/ab67616d0000b273712c3d19f17de91709a75fce
RAASHAH,Raftaar,https://open.spotify.com/track/7sAb2f62IJ28DvEP6x3FRw,0.001129119787817038,0.0007644504540159877,HARD DRIVE Vol. 1,,https://i.scdn.co/image/ab67616d0000b2730cd27f5b3dd8aa4d67543e14
Bornfire,DIVINE,https://open.spotify.com/track/0MROyfaRrhcwpwEA8eBqdA,0.0006985650008793633,0.0002292581301150264,Gunehgar,,https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
DOUBLE R,Badkidz,https://open.spotify.com/track/7FjsqjOPtwQAeFW3oCzAmo,5.5050746647481963e-05,1.4686161406120933e-05,DOUBLE R,,https://i.scdn.co/image/ab67616d0000b273629f2c399585ff8cab68e6be
BOUNCE,Brave Wrld,https://open.spotify.com/track/6q40JxcNglHUbwRGS25L8a,5.7948154365770485e-06,1.4301130957271319e-06,BOUNCE - Single,,https://i.scdn.co/image/ab67616d0000b2730560d8c98070370d9b8db341
Gunehgar,DIVINE,https://open.spotify.com/track/4hzDCJUFDyk66oIBirPiCl,0.0010236541468713355,0.0004837449220213417,Gunehgar,,https://i.scdn.co/image/ab67616d0000b273627cff5faced6417c366580a
OOPS,King,https://open.spotify.com/track/5RrOyaV2xOAnf62uWj24dB,0.0024978551939365367,0.0009740720312396839,OOPS,,https://i.scdn.co/image/ab67616d0000b27365234917c3dc6c5714367508
Blessings,DIVINE,https://open.spotify.com/track/7J0CxEcl1dUxX9IG6R5Xfb,0.000280758807902158,9.21322859747287e-05,Gunehgar,"MySpotigramBot, -1001747063611",https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
Narmahat Freestyle,Karma,https://open.spotify.com/track/2UxT8ry6kJmPl2NKAkhP4G,0.00044011623240802685,0.000325167381445137,Unknown Album,,https://i.scdn.co/image/ab67616d0000b2732bda8dedf931f1d1936278fe
Awaari,Amber,https://open.spotify.com/track/0eZ88y1pQfnzYlMNBHosnE,2.607666946459672e-06,2.5668696589974164e-07,Awaari,,https://i.scdn.co/image/ab67616d0000b2730aac2f99adba83fadaee96d3
Jaadugar,Paradox,https://open.spotify.com/track/3uCmVdJNi3Ci4bidF0mdHb,0.001959806580650358,0.0011225654410126843,Hustle 2.0,,https://i.scdn.co/image/ab67616d0000b273645534ae88946cd233736e02
Rukna Nahi,Amber,https://open.spotify.com/track/1GqlJdLbsTvmSh2l58LGEA,4.635852349261639e-06,3.8503044884961246e-07,Rukna Nahi - Single,,https://i.scdn.co/image/ab67616d0000b27335c79192e20c617d4cb0e1fe
Robin Hood,I.B.H,https://open.spotify.com/track/33fKM0Q8cE6ggxAgdeKekj,1.4487038591442621e-06,9.167391639276487e-08,Unknown Album,,https://i.scdn.co/image/ab67616d0000b273270c6f50cfaa2229a8d4fcd7
MUSAFIR,Brave Wrld,https://open.spotify.com/track/2TiRwvR8aSShtI52Wp498O,1.187937164498295e-05,3.1719175071896644e-06,FALLING BUT UPSIDE,,https://i.scdn.co/image/ab67616d0000b2733b38e829a5cb67b8120696f0
Traffic Jam,DIVINE,https://open.spotify.com/track/5TFA0lRV0EtscGYI1784PL,0.0005151590923116996,0.00017449213246198867,Gunehgar,,https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
Badan,Raga,https://open.spotify.com/track/6HZVYWwSmbYJAnntaEgFQF,0.00028742284565422163,0.000123044730582369,Unknown Album,,https://i.scdn.co/image/ab67616d0000b27326bcb23ae97caaef2dbf8ab8
Sanki,Ikka,https://open.spotify.com/track/0Dwsm89mqCLjfwiRstctbl,0.0008747273901513055,0.0003608285349219225,Unknown Album,,https://i.scdn.co/image/ab67616d0000b27323b8e26ff2589d4385862be6
Flex Kar,DIVINE,https://open.spotify.com/track/6Xt4fng2W4XDW2CWzGa0Nn,0.00028829206796970815,8.316657695151629e-05,Gunehgar,,https://i.scdn.co/image/ab67616d0000b2733f1acedcbf16cc9b155e5700
All Eyez On Me (ft. Big Syke),2Pac,https://open.spotify.com/track/4VQNCzfZ3MdHEwwErNXpBo,0.1275456262036918,0.05320737606131122,Unknown Album,"MySpotigramBot, -1001819731063, -1001740215468, my scribbled",https://i.scdn.co/image/ab67616d0000b273073aebff28f79959d2543596
California Love - Original Version,2Pac,https://open.spotify.com/track/3ia3dJETSOllPsv3LJkE35,0.20933857686866136,0.09656556323234969,Greatest Hits,"MySpotigramBot, hip hop, rap, -1001819731063, Hip-Hop",https://i.scdn.co/image/ab67616d0000b273d81a092eb373ded457d94eec
Do For Love,2Pac,https://open.spotify.com/track/4AE7Lj39VnSZNOmGH2iZaq,0.1326378202685839,0.06188178204779398,R U Still Down? (Remember Me),"rap, Hip-Hop, 2pac, hip hop, Gangsta Rap",https://i.scdn.co/image/ab67616d0000b2738e0ff34ad21955b6f4da9b86
Big Poppa - 2005 Remaster,The Notorious B.I.G.,https://open.spotify.com/track/2g8HN35AnVGIk7B8yMucww,0.24045412809613367,0.11116549615271158,Unknown Album,"MySpotigramBot, -1001819731063, Hip-Hop, rap, -1001747063611",https://i.scdn.co/image/ab67616d0000b2730f51e29700232d57fe8a0830
Hypnotize - 2014 Remaster,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j,0.2257196508855492,0.10266697574221999,Unknown Album,"MySpotigramBot, Gangsta Rap, pop rap, east coast hip hop, G-funk",https://i.scdn.co/image/ab67616d0000b273fde79b88e2a659c394c5ae30
P.I.M.P.,50 Cent,https://open.spotify.com/track/2D1hlMwWWXpkc3CZJ5U351,0.2762376928985406,0.09061381755838221,Get Rich Or Die Tryin',"rap, 50 Cent, Hip-Hop, Gangsta Rap, hip hop",https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf
Hate It Or Love It,The Game,https://open.spotify.com/track/2wGSgTmgSF3xjRrHkTc25R,0.35063761802952514,0.142466161461492,Unknown Album,"rap, Hip-Hop, the game, Gangsta Rap, hip hop",https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d
Candy Shop,50 Cent,https://open.spotify.com/track/5D2mYZuzcgjpchVY1pmTPh,0.36094398702424924,0.10030868257779939,Get Rich Or Die Tryin' / The Massacre,"rap, 50 Cent, Hip-Hop, hip hop, Gangsta Rap",https://i.scdn.co/image/ab67616d0000b27391f7222996c531b981e7bb3d
In Da Club,50 Cent,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC,0.5421959626941372,0.19031866238368575,Get Rich Or Die Tryin',"rap, Hip-Hop, hip hop, 50 Cent, Gangsta Rap",https://i.scdn.co/image/ab67616d0000b273d843fabb75fef14010e30cae
The Next Episode,Dr. Dre,https://open.spotify.com/track/4LwU4Vp6od3Sb08CsP99GC,0.38979579360142275,0.13154955815830843,2001: Instrumentals,"rap, Hip-Hop, Gangsta Rap, dr dre, hip hop",https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5
Still D.R.E.,Dr. Dre,https://open.spotify.com/track/6ltPEsP4edATzvinHOzvk2,0.44006378932832585,0.16584093831113655,2001: Instrumentals,"Hip-Hop, rap, Gangsta Rap, dr dre, hip hop",https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
It Was A Good Day,Ice Cube,https://open.spotify.com/track/2qOm7ukLyHUXWyR4ZWLwxA,0.5029294240735755,0.25360444879581817,The Predator,"rap, Hip-Hop, Gangsta Rap, Ice Cube, 90s",https://i.scdn.co/image/ab67616d0000b273994c319841a923465d62e271
Survival of the Fittest,Mobb Deep,https://open.spotify.com/track/7N1Vjtzr1lmmCW9iasQ8YO,0.1491762235245748,0.06379719852212112,The Infamous,"Hip-Hop, mobb deep, rap, new york, hip hop",https://i.scdn.co/image/ab67616d0000b273a2203fa0656cede30f879b97
Without Me,Eminem,https://open.spotify.com/track/5pBvNeOAJ54zgd5lEOmM3b,0.547251359681007,0.29532011440684747,The Eminem Show,"rap, Hip-Hop, Eminem, hip hop, 00s",https://i.scdn.co/image/ab67616d0000b273a8a32ae2a279b9bf03445738
Hit 'Em Up - Single Version,2Pac,https://open.spotify.com/track/0Z2J91b2iTGLVTZC4fKgxf,0.19727811724128538,0.11071220530571592,Unknown Album,"MySpotigramBot, -1001819731063, Hip-Hop, rap, spoken word",https://i.scdn.co/image/ab67616d0000b273d81a092eb373ded457d94eec
Real Muthaphuckkin' G's,Eazy-E,https://open.spotify.com/track/53BZ6XygAoubR5DU5w38Vq,0.08179353014651321,0.01935155702004841,It's On (Dr. Dre) 187um Killa,"Gangsta Rap, rap, Hip-Hop, old school, Eazy-E",https://i.scdn.co/image/ab67616d0000b273298c8b57e26b95bf2cd822b6
Empire State Of Mind,JAY-Z,https://open.spotify.com/track/2igwFfvr1OAGX9SKDCPBwO,0.3277689583906175,0.1558743518035312,"The Hits Collection, Volume 1","Hip-Hop, rap, hip hop, jay-z, Alicia Keys",https://i.scdn.co/image/ab67616d0000b273fec1b815bb3c50a64a90fd10
Ambitionz Az A Ridah,2Pac,https://open.spotify.com/track/5g9lS8deSIxItFBmZRC4vN,0.20810601962530142,0.08838218107684986,All Eyez on Me,"Hip-Hop, rap, 2pac, Gangsta Rap, West Coast Rap",https://i.scdn.co/image/ab67616d0000b273073aebff28f79959d2543596
